customer_id,true_p0,true_p1,true_uplift
C0046,0.28736712717673984,0.2883544414585153,0.0009873142817754532
C0047,0.3415473974650382,0.6161341874384973,0.27458678997345914
C0048,0.38767985848095693,0.5213577417509765,0.13367788327001956
C0049,0.07867956806243016,0.15837595070150054,0.07969638263907038
C0050,0.35089150279074705,0.3521176525253949,0.0012261497346478523
C0051,0.350508823037026,0.47832905827360894,0.12782023523658292
C0052,0.09730951996741041,0.1016016828473465,0.0042921628799360845
C0053,0.7003051061790427,0.999,0.29869489382095726
C0054,0.07072285007180794,0.07610618470879744,0.005383334636989506
C0055,0.6695508940000372,0.9452563687370972,0.27570547473706
C0056,0.7214016522207098,0.9028151827264218,0.18141353050571196
C0057,0.5712172261908279,0.5804516831872085,0.009234456996380591
C0058,0.40875957742524166,0.6852964343088004,0.2765368568835587
C0059,0.07129105947498324,0.09682182835698205,0.025530768881998817
C0060,0.1734065382467014,0.17644342057023155,0.003036882323530138
C0061,0.7168399842065399,0.9825920327278603,0.2657520485213204
C0062,0.27408277106555945,0.45477391701521996,0.18069114594966051
C0063,0.9189920802051018,0.9244349927409191,0.005442912535817301
C0064,0.559685870119089,0.5969002515354652,0.03721438141637623
C0065,0.24679958960100393,0.27365550669953354,0.026855917098529608
C0066,0.5964702396066885,0.8975780653238138,0.30110782571712524
C0067,0.9281976170561029,0.999,0.07080238294389707
C0068,0.1688601357970311,0.4920014648256755,0.32314132902864445
C0069,0.4853200999871451,0.48833751297773825,0.00301741299059316
C0070,0.29313676741431316,0.4625483396707276,0.16941157225641446
C0071,0.7492364282801893,0.7500788386886489,0.0008424104084595596
C0072,0.031214852326095298,0.03153074804241009,0.0003158957163147888
C0073,0.7796671220003847,0.8158027710020698,0.03613564900168509
C0074,0.19633124982640573,0.27875793011455524,0.0824266802881495
C0075,0.07375204518902169,0.09104032480611063,0.01728827961708894
C0076,0.4144855290900478,0.7633875439839428,0.348902014893895
C0077,0.3254504049524008,0.3300306180650127,0.0045802131126119194
C0078,0.7510248686842065,0.7714483586664515,0.02042348998224497
C0079,0.8355099495662975,0.89361042875904,0.058100479192742416
C0080,0.3452988678495573,0.3514117208131097,0.006112852963552351
C0081,0.791191387045733,0.801039957249254,0.009848570203521034
C0082,0.4707032957688784,0.7650922289880072,0.2943889332191288
C0083,0.6862454807609739,0.7541187795399085,0.06787329877893455
C0084,0.4459822924367699,0.5175582859925759,0.07157599355580602
C0085,0.03655260782532336,0.11189637535817629,0.07534376753285293
C0086,0.43445843415354773,0.7536151197119443,0.31915668555839655
C0087,0.6644230047935208,0.6676528602497788,0.0032298554562579795
C0088,0.3565266893290314,0.5264114655152606,0.1698847761862292
C0089,0.13086850871656888,0.19847132871593534,0.06760281999936646
C0090,0.8353563355346549,0.837044340180471,0.001688004645816088
C0091,0.46132591974805154,0.7579698616197834,0.2966439418717319
C0092,0.7900965081907284,0.999,0.2089034918092716
C0093,0.3307466269727007,0.6702388690448935,0.3394922420721928
C0094,0.5978287051256782,0.6195422363131263,0.02171353118744812
C0095,0.8117881157894417,0.999,0.18721188421055834
C0096,0.7476030281603244,0.999,0.2513969718396756
C0097,0.38777236779527324,0.5069297771221783,0.1191574093269051
C0098,0.5953094881640771,0.596186517133049,0.0008770289689719046
C0099,0.3410985003665424,0.3472291311876347,0.006130630821092331
C0100,0.8288214088164374,0.999,0.1701785911835626
C0101,0.8813973511740352,0.88205574875561,0.0006583975815748211
C0102,0.813885385234012,0.922088057643599,0.10820267240958703
C0103,0.11683642659047809,0.11689439986761485,5.7973277136760815e-05
C0104,0.6747384175852849,0.7374042911603027,0.06266587357501785
C0105,0.30458306886095254,0.42808888079375496,0.12350581193280241
C0106,0.7238098439460662,0.7307998668640289,0.0069900229179626905
C0107,0.34743447583995213,0.6615773841397197,0.31414290829976754
C0108,0.06872813708331166,0.1467720159228597,0.07804387883954805
C0109,0.6599548276535014,0.7109089185026548,0.050954090849153366
C0110,0.8345863825281336,0.999,0.16441361747186645
C0111,0.6770035448466305,0.954512548330125,0.2775090034834945
C0112,0.3143438016965678,0.6452097290667547,0.3308659273701869
C0113,0.020834995118095036,0.021212587149058923,0.0003775920309638872
C0114,0.5974521648754764,0.6375891385209701,0.040136973645493734
C0115,0.1460803727359338,0.2743455680084913,0.1282651952725575
C0116,0.6725996115544841,0.9685612931526622,0.29596168159817804
C0117,0.6569892707365779,0.6929682535900826,0.03597898285350476
C0118,0.19109990187039502,0.19983449802624653,0.00873459615585151
C0119,0.46242936515405886,0.7787100452354884,0.3162806800814295
C0120,0.73987711299686,0.8899430616678277,0.15006594867096767
C0121,0.20131802215149863,0.2607073382409387,0.05938931608944009
C0122,0.4548434472979815,0.7717947990921663,0.3169513517941848
C0123,0.39283228583953084,0.49728725658809014,0.1044549707485593
C0124,0.5611556793465252,0.7121221944057489,0.15096651505922365
C0125,0.009847936410710016,0.013329202246875014,0.0034812658361649974
C0126,0.43302056367608843,0.7829403942424686,0.3499198305663802
C0127,0.06013048156294393,0.060212234720698345,8.175315775441755e-05
C0128,0.09841990363628428,0.11502037854675423,0.016600474910469953
C0129,0.31986036557709724,0.3935276988960612,0.07366733331896397
C0130,0.5387161096089607,0.5409812863158584,0.0022651767068977424
C0131,0.5900608624325667,0.7074392503481043,0.11737838791553756
C0132,0.8952009874554703,0.999,0.10379901254452972
C0133,0.5163246710590085,0.6469423236209367,0.13061765256192825
C0134,0.23623122435794805,0.25052650258099024,0.01429527822304219
C0135,0.04005400065594244,0.04339427682998264,0.003340276174040202
C0136,0.07418129580895774,0.12027652870327087,0.04609523289431312
C0137,0.9008251896451974,0.999,0.09817481035480258
C0138,0.31752852354043726,0.41112003812005904,0.09359151457962178
C0139,0.8642605771680051,0.9676557204487986,0.10339514328079347
C0140,0.15643056355463955,0.3995688776250365,0.24313831407039696
C0141,0.35628898696400296,0.4598230232841898,0.10353403632018682
C0142,0.2115722253385605,0.3222437293570458,0.11067150401848533
C0143,0.9068157870550496,0.999,0.09218421294495038
C0144,0.12076879753459759,0.14705199478948455,0.026283197254886967
C0145,0.5919297738341566,0.8135379756900246,0.22160820185586805
C0146,0.20166012002432934,0.3669804307904293,0.16532031076609996
C0147,0.797982017171956,0.799046759077065,0.001064741905108968
C0148,0.35350790302530705,0.5517796032376343,0.19827170021232726
C0149,0.21155917669925126,0.43406268741153103,0.22250351071227978
C0150,0.036877264513009204,0.042636896636240436,0.005759632123231231
C0151,0.1344649422134329,0.13450261846100348,3.7676247570589405e-05
C0152,0.8875594042929922,0.999,0.11144059570700782
C0153,0.74457342294092,0.7460019517319796,0.0014285287910595912
C0154,0.38488333867433616,0.4584007890421483,0.07351745036781215
C0155,0.17678353742630912,0.401068599303645,0.2242850618773359
C0156,0.8916258871698274,0.8924595818412099,0.0008336946713825011
C0157,0.8088283229606311,0.999,0.19017167703936888
C0158,0.37556798727650603,0.6202546964648421,0.24468670918833607
C0159,0.6269343673149818,0.7818831113467726,0.15494874403179082
C0160,0.602025384049313,0.9238730952301852,0.3218477111808722
C0161,0.42887321773884046,0.4305861127951823,0.0017128950563418122
C0162,0.17904303643781178,0.18189338500582086,0.0028503485680090868
C0163,0.31357897102951254,0.3418530371500801,0.028274066120567543
C0164,0.09488240234071751,0.2862059434068111,0.1913235410660936
C0165,0.5925500361262764,0.6178030760431961,0.02525303991691963
C0166,0.5586654622950789,0.5719783953046944,0.013312933009615557
C0167,0.7835689641248903,0.7965223874413871,0.012953423316496848
C0168,0.7245338047476727,0.7342145397954204,0.00968073504774769
C0169,0.6330280123689677,0.7122079487242686,0.07917993635530096
C0170,0.5082355647075688,0.5457800361423961,0.03754447143482731
C0171,0.05187176188355035,0.06507570085387283,0.01320393897032248
C0172,0.2827698462180799,0.5088350536589809,0.22606520744090097
C0173,0.13130133013008052,0.46668185036463083,0.33538052023455034
C0174,0.24045835445199526,0.4033478789209447,0.16288952446894944
C0175,0.4025133182681186,0.46244668479463114,0.059933366526512544
C0176,0.3182665692293332,0.3780796193260347,0.05981305009670146
C0177,0.6005339568548206,0.6017859023296969,0.0012519454748762815
C0178,0.8848716228866743,0.999,0.11412837711332569
C0179,0.8952283598151416,0.9293073295499166,0.03407896973477498
C0180,0.7094384620817938,0.7646560523415873,0.05521759025979345
C0181,0.9003035700641937,0.9011744460329282,0.0008708759687344747
C0182,0.852476425518628,0.8883083799647079,0.035831954446079894
C0183,0.7796725993633022,0.9771558310131797,0.19748323164987747
C0184,0.17629345379113048,0.18334694634998622,0.007053492558855734
C0185,0.7719157574406164,0.7732767139446409,0.0013609565040245686
C0186,0.49227526249761255,0.5724999493439604,0.08022468684634787
C0187,0.5248641098044923,0.5434057935451673,0.018541683740674997
C0188,0.09637726698347351,0.125971409399025,0.029594142415551472
C0189,0.507391349874488,0.5707837135257081,0.06339236365122014
C0190,0.3911600746771626,0.4439206367727909,0.05276056209562835
C0191,0.9067344806924752,0.9097598008847614,0.003025320192286185
C0192,0.11205269205729995,0.11535664772698688,0.0033039556696869282
C0193,0.28000295349574106,0.595339967870991,0.3153370143752499
C0194,0.29438472779088687,0.3036721626715756,0.009287434880688727
C0195,0.17036862742855063,0.17968308669093652,0.009314459262385888
C0196,0.11706328394415463,0.46687191356073665,0.349808629616582
C0197,0.7382429689723184,0.7546004745251979,0.016357505552879403
C0198,0.9403663110205874,0.9537113607896275,0.013345049769040052
C0199,0.0012472821536216503,0.0012472851293288355,2.975707185217183e-09
C0200,0.19555130125806494,0.4109690574441295,0.21541775618606454
C0201,0.7345356006219722,0.999,0.2644643993780278
C0202,0.8280457997089772,0.8450724916126635,0.01702669190368633
C0203,0.31283494200435963,0.483363025653814,0.17052808364945438
C0204,0.19702270563768318,0.24038657518889248,0.0433638695512093
C0205,0.08700501360443007,0.3852055420645301,0.29820052846010003
C0206,0.46641245150970295,0.7445352881276545,0.2781228366179515
C0207,0.23645959604167363,0.4773181130157639,0.24085851697409025
C0208,0.7253712288901547,0.7428781147735181,0.017506885883363354
C0209,0.2682309194634733,0.27090586765548924,0.0026749481920159135
C0210,0.3869893629173248,0.41172948843504864,0.024740125517723865
C0211,0.6840934212025381,0.806069523751702,0.12197610254916391
C0212,0.12739032256969035,0.33263355592600385,0.2052432333563135
C0213,0.10347461602647694,0.3183418475927922,0.21486723156631526
C0214,0.9147301066440208,0.999,0.08426989335597923
C0215,0.32444872400748,0.3354251360710341,0.010976412063554097
C0216,0.1777445191914189,0.19435724142515146,0.016612722233732558
C0217,0.6135399859652927,0.6288787070858015,0.015338721120508825
C0218,0.2837827144563362,0.31260400373672925,0.02882128928039307
C0219,0.7272633325376305,0.734414136245298,0.007150803707667519
C0220,0.13700088607709107,0.1520231828024313,0.015022296725340223
C0221,0.0788766070789129,0.3098178549388292,0.23094124785991627
C0222,0.719405424099845,0.7374749412016124,0.018069517101767407
C0223,0.1468236966727247,0.14699948713130992,0.0001757904585852066
C0224,0.6879996256603259,0.9766626236520867,0.28866299799176076
C0225,0.26756005082216633,0.2838087457911189,0.016248694968952593
C0226,0.9326431068426498,0.9357727092096366,0.0031296023669867834
C0227,0.04181173894851411,0.05122375586002887,0.009412016911514762
C0228,0.2717216496347731,0.2747324329179872,0.0030107832832141357
C0229,0.777240998688422,0.8379279852668784,0.06068698657845639
C0230,0.36971818220839126,0.41389522229153974,0.04417704008314849
C0231,0.40090809534220345,0.5019092024001238,0.10100110705792037
C0232,0.08022760592648194,0.20053010928235798,0.12030250335587604
C0233,0.8865356586060333,0.8930583010885225,0.006522642482489127
C0234,0.07949947860834151,0.07967614392323832,0.00017666531489680948
C0235,0.34332190419503916,0.38326878346027976,0.0399468792652406
C0236,0.8015615765796925,0.8661350741784115,0.064573497598719
C0237,0.3905514540110313,0.703233244449952,0.31268179043892075
C0238,0.49165599736839805,0.6275398377171755,0.13588384034877743
C0239,0.18502392230574405,0.31161651119833067,0.12659258889258662
C0240,0.09464885627291506,0.12876070360449987,0.034111847331584816
C0241,0.4988932427267955,0.5481978635706568,0.04930462084386128
C0242,0.7203179012871117,0.7258453940452266,0.005527492758114927
C0243,0.3913000481001428,0.7395059813163121,0.34820593321616927
C0244,0.7639758040621245,0.7917346819532345,0.02775887789110998
C0245,0.27415205013662564,0.2873018982706884,0.01314984813406278
C0246,0.7557789019604025,0.999,0.24322109803959746
C0247,0.23443924752340375,0.24083327222218637,0.006394024698782613
C0248,0.23695252088663663,0.31493785379149125,0.07798533290485463
C0249,0.17089636601596978,0.19141915188271677,0.020522785866746995
C0250,0.36687214809361385,0.6371643991750087,0.2702922510813948
C0251,0.9740312745686008,0.999,0.024968725431399164
C0252,0.9084581255578263,0.9581687840642269,0.04971065850640055
C0253,0.7159399294968835,0.8814941079371973,0.16555417844031384
C0254,0.044845378866904,0.04699778132052445,0.0021524024536204514
C0255,0.334128044810879,0.4857132893813916,0.1515852445705126
C0256,0.6873384246500045,0.8516060123455671,0.1642675876955626
C0257,0.4387551280642179,0.4509526292365184,0.012197501172300507
C0258,0.04019324766665941,0.04215196086181541,0.0019587131951560033
C0259,0.5202048029819768,0.8695713937023553,0.34936659072037846
C0260,0.08150342051719627,0.09332930864338004,0.011825888126183778
C0261,0.09508237516274809,0.4119825120769713,0.3169001369142232
C0262,0.6824140215113819,0.999,0.31658597848861814
C0263,0.2040498162317672,0.2803696547315165,0.07631983849974927
C0264,0.1250626483673591,0.15823544110449944,0.03317279273714033
C0265,0.28418925579802484,0.28446586489311987,0.0002766090950950262
C0266,0.3552959241046884,0.6242130644653421,0.2689171403606537
C0267,0.7151171528610993,0.7183660396272042,0.003248886766104908
C0268,0.3480447866563457,0.5504367023471508,0.2023919156908051
C0269,0.29162676726985204,0.4602140361440249,0.16858726887417286
C0270,0.02264590769367352,0.09501827186815229,0.07237236417447876
C0271,0.15811511315729382,0.4476204888233381,0.2895053756660443
C0272,0.06468878284543515,0.1660596312413151,0.10137084839587994
C0273,0.024098563428718276,0.0306681618734102,0.006569598444691925
C0274,0.4094774111620332,0.634429188024615,0.22495177686258183
C0275,0.7524332400775271,0.999,0.2465667599224729
C0276,0.6712824103752253,0.9776539330573125,0.3063715226820872
C0277,0.04968889590000749,0.08771991935109345,0.038031023451085964
C0278,0.8625844011593077,0.9253398254848118,0.06275542432550407
C0279,0.014598811945431125,0.014598811945966494,5.353686244324862e-13
C0280,0.6574858551202971,0.688684095828502,0.031198240708204872
C0281,0.25016722606235625,0.4619322999223974,0.21176507386004118
C0282,0.17484321616357532,0.5240095388145949,0.34916632265101955
C0283,0.05591219346985495,0.33886424758356526,0.2829520541137103
C0284,0.07846794079704401,0.07847663954197688,8.69874493286682e-06
C0285,0.4150620294354081,0.7285317243907647,0.31346969495535665
C0286,0.23305215811772048,0.5792048948451488,0.3461527367274283
C0287,0.10253698549284897,0.16674467602159232,0.06420769052874335
C0288,0.31634270142302545,0.4340472807887672,0.11770457936574175
C0289,0.3238032172503959,0.3435195122884478,0.01971629503805189
C0290,0.5542023216181964,0.5550390653972923,0.0008367437790959276
C0291,0.4002665131764018,0.45060113997797024,0.05033462680156847
C0292,0.0486312092277739,0.25677412332838917,0.20814291410061528
C0293,0.799496904653257,0.9375163488467694,0.13801944419351242
C0294,0.0293312832321647,0.04990552351352487,0.02057424028136017
C0295,0.5397297355177318,0.7865963094229407,0.24686657390520883
C0296,0.8935000999360138,0.9725817124797176,0.07908161254370383
C0297,0.555196528558957,0.6265400759327879,0.07134354737383097
C0298,0.8109635311123647,0.981962492860368,0.17099896174800322
C0299,0.7416327781622774,0.7699427306940997,0.028309952531822336
C0300,0.6733675228458412,0.9331200832587616,0.2597525604129204
C0301,0.9408285457162504,0.943209033789596,0.0023804880733455658
C0302,0.01771953216358604,0.01814935725855576,0.0004298250949697213
C0303,0.6298197079123982,0.665608728796541,0.03578902088414282
C0304,0.14648763726424502,0.4946361549045998,0.34814851764035476
C0305,0.8777309776222808,0.999,0.1212690223777192
C0306,0.7910141980032251,0.8104537498954608,0.019439551892235674
C0307,0.7867164484824792,0.7953652188819859,0.008648770399506622
C0308,0.9480764126432575,0.9556707253290648,0.007594312685807347
C0309,0.12271334082756086,0.4636309231927882,0.34091758236522735
C0310,0.08310001768066412,0.363466524124755,0.2803665064440909
C0311,0.3737017469989887,0.37838617866318064,0.004684431664191913
C0312,0.3707811141151645,0.6270196686870195,0.256238554571855
C0313,0.35836138833716036,0.3594704494055218,0.00110906106836145
C0314,0.4300850354796458,0.4314037625961253,0.0013187271164794567
C0315,0.09549316356935632,0.2715780337309717,0.1760848701616154
C0316,0.7705143784220163,0.999,0.2284856215779837
C0317,0.5576937855659461,0.5809554290869721,0.023261643521026
C0318,0.5393327924604562,0.6309659405094858,0.09163314804902967
C0319,0.11784363480137545,0.14864883700410217,0.030805202202726714
C0320,0.7142465656169449,0.7559261576029951,0.0416795919860502
C0321,0.6195369810759734,0.721403356528219,0.10186637545224553
C0322,0.5227415346557269,0.8540377361928784,0.33129620153715145
C0323,0.31392805407141416,0.3710271798670244,0.05709912579561022
C0324,0.44936577648919573,0.5112447732501815,0.06187899676098574
C0325,0.13521615021656483,0.13521622294740238,7.273083754699705e-08
C0326,0.8135252143420182,0.9953247733536447,0.18179955901162648
C0327,0.3604024668291088,0.6784630657555504,0.31806059892644156
C0328,0.3025202295089218,0.4464016657505729,0.14388143624165106
C0329,0.6881970318898896,0.876654620136258,0.18845758824636838
C0330,0.6050929707224685,0.8561239773218832,0.2510310065994147
C0331,0.6085060083986208,0.8258103840141666,0.21730437561554583
C0332,0.0917220220447358,0.19121438651286493,0.09949236446812913
C0333,0.30668163124374304,0.3178724167144192,0.011190785470676146
C0334,0.927210056567528,0.999,0.07178994343247203
C0335,0.006362093687039515,0.011716360975200898,0.005354267288161383
C0336,0.8524448044459735,0.8537324304376868,0.0012876259917132815
C0337,0.4986569356974888,0.7835584490312257,0.2849015133337369
C0338,0.3341938122504635,0.34020768423524306,0.00601387198477954
C0339,0.06574873143794616,0.06734727774839536,0.0015985463104492004
C0340,0.39685801092736156,0.6151538800971614,0.21829586916979987
C0341,0.45727595391947157,0.4787907014073328,0.021514747487861252
C0342,0.9490804814111575,0.999,0.04991951858884247
C0343,0.5172337524224027,0.8055156969511369,0.28828194452873424
C0344,0.8916894088764404,0.999,0.10731059112355956
C0345,0.6361844202129299,0.9723884492634461,0.3362040290505163
C0346,0.6451338864223233,0.9178384362592777,0.27270454983695447
C0347,0.4996052172674443,0.6160987686378115,0.11649355137036727
C0348,0.42441663537713104,0.6875593533961477,0.2631427180190167
C0349,0.28191470245561173,0.3032148198990744,0.021300117443462663
C0350,0.4086767237033194,0.44486198102163177,0.03618525731831235
C0351,0.28363943088444793,0.5668779202804108,0.2832384893959629
C0352,0.013465418780580532,0.013465418950694301,1.7011376855780025e-10
C0353,0.13348502430176856,0.2897803657233553,0.15629534142158674
C0354,0.47225047800972364,0.8176509973478747,0.3454005193381511
C0355,0.15178184078919232,0.3543352310362818,0.20255339024708946
C0356,0.35090969603623806,0.45150090361625095,0.10059120758001289
C0357,0.8990054327731667,0.9235633121240764,0.024557879350909695
C0358,0.6110656999027104,0.9505469901149063,0.33948129021219586
C0359,0.17302226954043226,0.476112708273228,0.30309043873279573
C0360,0.7527079059378886,0.8108067255487432,0.05809881961085461
C0361,0.43780878946877644,0.5047240958239738,0.06691530635519738
C0362,0.3940105875421786,0.6122828992077816,0.21827231166560296
C0363,0.39989029909303175,0.46628965531797006,0.06639935622493831
C0364,0.2275777294389713,0.4058214017815356,0.17824367234256427
C0365,0.7155235343085126,0.8615167885823322,0.1459932542738196
C0366,0.5242044719987383,0.5893885498165606,0.06518407781782232
C0367,0.5275361674875118,0.5630889935020823,0.03555282601457055
C0368,0.2566990971225739,0.4934780525846973,0.2367789554621234
C0369,0.6089070701434124,0.9451774249770302,0.3362703548336178
C0370,0.8713266478659997,0.909055720948022,0.037729073082022335
C0371,0.557234961743669,0.8203403817135553,0.26310541996988623
C0372,0.5203320092898406,0.8700697430382892,0.34973773374844863
C0373,0.03946848310903023,0.046283326063122,0.006814842954091772
C0374,0.19755077758686002,0.203289242966026,0.0057384653791659745
C0375,0.2337348318252922,0.24142299835754127,0.007688166532249074
C0376,0.0721342294945038,0.12168735827300259,0.049553128778498795
C0377,0.48107676047399794,0.5163210882129222,0.035244327738924275
C0378,0.791388678758204,0.828071320234509,0.03668264147630507
C0379,0.1991534922381085,0.41307449258222995,0.21392100034412145
C0380,0.7776388776348098,0.9820073843127411,0.20436850667793138
C0381,0.3702968200855714,0.3820164525221742,0.01171963243660279
C0382,0.9162559687761278,0.999,0.0827440312238722
C0383,0.397421141447024,0.4488402790411366,0.051419137594112596
C0384,0.29052548978422993,0.6017012173274578,0.3111757275432279
C0385,0.3798699881979746,0.3807207600121628,0.0008507718141882448
C0386,0.4362477667079741,0.7506406609116791,0.31439289420370503
C0387,0.09123156993503465,0.09538043073868956,0.004148860803654911
C0388,0.2904795678319553,0.3052537911057262,0.014774223273770926
C0389,0.07062802117482501,0.08945421354787741,0.0188261923730524
C0390,0.47823224323430685,0.6000165803883613,0.1217843371540544
C0391,0.7812443236279287,0.7827220532488731,0.0014777296209443902
C0392,0.09777605748229186,0.4420535748211817,0.34427751733888984
C0393,0.166040638361493,0.17386151010177847,0.007820871740285479
C0394,0.8648684028295108,0.999,0.13413159717048917
C0395,0.5586410827561819,0.6801912506740456,0.12155016791786377
C0396,0.09735158277036218,0.417599999112206,0.32024841634184387
C0397,0.8946099065188802,0.8977140576232832,0.0031041511044029857
C0398,0.5231334462350529,0.5282797013714906,0.0051462551364377385
C0399,0.18736398707599305,0.23474709168909985,0.0473831046131068
C0400,0.4034322815929409,0.42399166116345943,0.02055937957051851
C0401,0.06665987858076725,0.12141596319689571,0.054756084616128464
C0402,0.8760838209130813,0.999,0.12291617908691865
C0403,0.279368406026881,0.3429659004589132,0.06359749443203216
C0404,0.209214978595271,0.38705890987732705,0.17784393128205606
C0405,0.9699893491813906,0.9719256750263927,0.0019363258450021403
C0406,0.41433652504400537,0.6155130884105757,0.20117656336657036
C0407,0.40603495557745184,0.43222478868856246,0.026189833111110616
C0408,0.7624952532061338,0.7796482014381783,0.017152948232044496
C0409,0.38322169593574723,0.41043241468476793,0.0272107187490207
C0410,0.4040635352146233,0.530307949779341,0.12624441456471774
C0411,0.4825122190206243,0.5945308974680101,0.11201867844738583
C0412,0.8969767330538877,0.8992427718424336,0.002266038788545921
C0413,0.29755326200165133,0.5818533943728919,0.2843001323712405
C0414,0.859012399150651,0.8739005628410031,0.014888163690352174
C0415,0.16765028752496416,0.5115147015290856,0.3438644140041215
C0416,0.12185268263706352,0.46721660320776254,0.34536392057069903
C0417,0.39871609368539523,0.4037212147761602,0.005005121090764952
C0418,0.666674002227444,0.999,0.332325997772556
C0419,0.1400919421546306,0.19733455504407527,0.057242612889444655
C0420,0.7582406454871309,0.999,0.24075935451286912
C0421,0.5013176933390018,0.5298671428821817,0.02854944954317995
C0422,0.023799566941420706,0.027109867571197648,0.003310300629776941
C0423,0.2450100976881484,0.34956189291332684,0.10455179522517843
C0424,0.1595417862245368,0.23374429720371998,0.07420251097918318
C0425,0.6367006915422119,0.946385291338839,0.3096845997966271
C0426,0.6014290292295004,0.9362971864894296,0.33486815725992924
C0427,0.24358345336197904,0.2721176815052693,0.02853422814329029
C0428,0.6574252563979287,0.840377105127941,0.18295184873001225
C0429,0.384674553274746,0.4111497872705051,0.02647523399575913
C0430,0.8602246900164523,0.999,0.1387753099835477
C0431,0.9135329313464476,0.9144672671217721,0.0009343357753244241
C0432,0.35421782718891104,0.3613975517564575,0.007179724567546453
C0433,0.23654606905635084,0.2436344670723916,0.007088398016040748
C0434,0.22429075767942871,0.4626325674142324,0.2383418097348037
C0435,0.09076867878151888,0.2644929150332872,0.1737242362517683
C0436,0.49809455349555526,0.6082765945130069,0.1101820410174516
C0437,0.3248545103359396,0.35554069108698433,0.030686180751044734
C0438,0.044910613896011316,0.049674025889073894,0.004763411993062579
C0439,0.8424704100865608,0.8463108717722911,0.0038404616857303786
C0440,0.17622876497812412,0.18531253950736676,0.009083774529242639
C0441,0.8391516694377953,0.9446433347429883,0.10549166530519305
C0442,0.21509096158852342,0.5293209808095556,0.31423001922103216
C0443,0.6776589021847949,0.804214994612318,0.1265560924275232
C0444,0.04340576027038499,0.07004678635182826,0.026641026081443274
C0445,0.6393703980615151,0.6419662824651695,0.002595884403654436
C0446,0.8802662441322567,0.8828508038642786,0.002584559732021874
C0447,0.8270365652958437,0.999,0.17196343470415631
C0448,0.573915925859491,0.8986507044700583,0.3247347786105673
C0449,0.11663791771097708,0.28927602267748126,0.17263810496650417
C0450,0.5026744484062892,0.7465103087253753,0.2438358603190861
C0451,0.15719547049541793,0.4492463692134983,0.2920508987180804
C0452,0.6062996012262741,0.8407687883399629,0.2344691871136888
C0453,0.9517611304556604,0.9628573986073693,0.011096268151708943
C0454,0.334519458068337,0.5391216202664153,0.2046021621980783
C0455,0.21792812599446548,0.30965356943661615,0.09172544344215067
