order_id,line_id,order_date,customer_id,product_id,quantity,discount_pct
47,3,2024-05-21,23,7,4,0.05
48,1,2024-05-24,11,10,5,0.0
48,2,2024-05-24,11,10,5,0.0
48,3,2024-05-24,11,6,2,0.0
49,1,2024-05-27,13,12,1,0.05
49,2,2024-05-27,13,8,3,0.0
50,1,2024-05-30,34,8,3,0.0
51,1,2024-06-02,39,7,3,0.0
51,2,2024-06-02,39,7,5,0.0
51,3,2024-06-02,39,10,3,0.0
52,1,2024-06-05,18,10,2,0.0
52,2,2024-06-05,18,4,3,0.0
53,1,2024-06-08,59,7,2,0.0
53,2,2024-06-08,59,10,1,0.0
54,1,2024-06-11,11,9,1,0.0
54,2,2024-06-11,11,9,4,0.0
54,3,2024-06-11,11,5,5,0.0
55,1,2024-06-14,42,12,1,0.05
56,1,2024-06-17,35,5,1,0.0
56,2,2024-06-17,35,8,3,0.0
57,1,2024-06-20,13,9,2,0.0
58,1,2024-06-23,16,2,4,0.0
58,2,2024-06-23,16,2,5,0.0
58,3,2024-06-23,16,1,3,0.1
59,1,2024-06-26,33,1,4,0.0
60,1,2024-06-29,32,5,2,0.1
60,2,2024-06-29,32,11,5,0.0
60,3,2024-06-29,32,1,1,0.0
61,1,2024-07-02,9,9,5,0.0
62,1,2024-07-05,59,8,1,0.1
62,2,2024-07-05,59,9,5,0.1
63,1,2024-07-08,48,2,3,0.05
63,2,2024-07-08,48,9,4,0.0
64,1,2024-07-11,48,1,2,0.05
65,1,2024-07-14,20,9,3,0.05
65,2,2024-07-14,20,7,5,0.0
65,3,2024-07-14,20,9,4,0.0
66,1,2024-07-17,24,1,1,0.0
66,2,2024-07-17,24,12,5,0.0
66,3,2024-07-17,24,11,5,0.1
67,1,2024-07-20,4,10,5,0.1
68,1,2024-07-23,59,3,1,0.05
69,1,2024-07-26,37,5,1,0.0
69,2,2024-07-26,37,12,3,0.0
70,1,2024-07-29,29,3,3,0.0
71,1,2024-08-01,3,9,5,0.0
71,2,2024-08-01,3,1,3,0.05
71,3,2024-08-01,3,3,4,0.0
72,1,2024-08-04,57,7,2,0.0
72,2,2024-08-04,57,11,5,0.0
72,3,2024-08-04,57,8,1,0.05
73,1,2024-08-07,42,9,5,0.05
74,1,2024-08-10,48,7,2,0.1
74,2,2024-08-10,48,8,1,0.1
75,1,2024-08-13,44,3,3,0.0
75,2,2024-08-13,44,2,5,0.05
76,1,2024-08-16,57,11,4,0.0
76,2,2024-08-16,57,2,3,0.1
77,1,2024-08-19,37,8,2,0.0
77,2,2024-08-19,37,11,4,0.0
78,1,2024-08-22,22,4,2,0.05
78,2,2024-08-22,22,9,1,0.05
78,3,2024-08-22,22,4,2,0.05
79,1,2024-08-25,38,2,5,0.1
79,2,2024-08-25,38,12,1,0.05
80,1,2024-08-28,47,6,4,0.05
80,2,2024-08-28,47,4,2,0.0
80,3,2024-08-28,47,2,4,0.0
81,1,2024-08-31,51,7,3,0.0
81,2,2024-08-31,51,2,5,0.0
82,1,2024-09-03,4,9,5,0.05
83,1,2024-09-06,15,2,4,0.1
83,2,2024-09-06,15,8,1,0.1
83,3,2024-09-06,15,10,2,0.0
84,1,2024-09-09,50,4,3,0.0
84,2,2024-09-09,50,12,2,0.0
84,3,2024-09-09,50,9,3,0.0
85,1,2024-09-12,31,12,4,0.05
85,2,2024-09-12,31,10,1,0.0
85,3,2024-09-12,31,5,3,0.0
86,1,2024-09-15,19,12,2,0.0
87,1,2024-09-18,36,4,1,0.0
87,2,2024-09-18,36,11,1,0.0
87,3,2024-09-18,36,9,3,0.0
88,1,2024-09-21,44,9,2,0.0
88,2,2024-09-21,44,3,5,0.05
88,3,2024-09-21,44,5,1,0.0
89,1,2024-09-24,1,4,1,0.1
89,2,2024-09-24,1,2,1,0.05
89,3,2024-09-24,1,7,4,0.05
90,1,2024-09-27,40,9,2,0.05
90,2,2024-09-27,40,1,1,0.0
90,3,2024-09-27,40,2,5,0.0
91,1,2024-09-30,54,5,1,0.0
91,2,2024-09-30,54,7,2,0.0
92,1,2024-10-03,44,11,2,0.05
93,1,2024-10-06,23,8,4,0.0
93,2,2024-10-06,23,11,4,0.0
93,3,2024-10-06,23,12,4,0.1
94,1,2024-10-09,44,7,4,0.0
95,1,2024-10-12,56,4,5,0.1
96,1,2024-10-15,21,12,4,0.05
97,1,2024-10-18,30,4,4,0.0
98,1,2024-10-21,58,4,5,0.0
99,1,2024-10-24,54,3,1,0.05
99,2,2024-10-24,54,7,3,0.0
99,3,2024-10-24,54,10,3,0.05
100,1,2024-10-27,4,9,2,0.1
100,2,2024-10-27,4,5,4,0.0
101,1,2024-10-30,21,2,4,0.0
101,2,2024-10-30,21,7,1,0.05
101,3,2024-10-30,21,7,3,0.05
102,1,2024-11-02,31,2,1,0.1
102,2,2024-11-02,31,6,5,0.0
102,3,2024-11-02,31,11,1,0.0
103,1,2024-11-05,26,1,1,0.0
103,2,2024-11-05,26,2,2,0.0
103,3,2024-11-05,26,11,1,0.1
104,1,2024-11-08,10,8,3,0.0
104,2,2024-11-08,10,8,4,0.05
104,3,2024-11-08,10,7,4,0.05
105,1,2024-11-11,8,9,1,0.0
106,1,2024-11-14,4,9,1,0.0
106,2,2024-11-14,4,9,2,0.1
107,1,2024-11-17,48,5,3,0.0
107,2,2024-11-17,48,4,1,0.0
107,3,2024-11-17,48,11,3,0.0
108,1,2024-11-20,38,5,2,0.0
109,1,2024-11-23,15,1,3,0.0
109,2,2024-11-23,15,5,4,0.1
110,1,2024-11-26,41,4,2,0.05
110,2,2024-11-26,41,12,3,0.05
111,1,2024-11-29,17,6,2,0.0
111,2,2024-11-29,17,5,5,0.05
112,1,2024-12-02,32,9,2,0.0
112,2,2024-12-02,32,4,4,0.0
113,1,2024-12-05,10,8,1,0.0
113,2,2024-12-05,10,9,3,0.05
114,1,2024-12-08,17,11,3,0.05
115,1,2024-12-11,18,4,3,0.05
115,2,2024-12-11,18,8,3,0.05
116,1,2024-12-14,55,9,5,0.05
117,1,2024-12-17,41,8,3,0.1
117,2,2024-12-17,41,1,2,0.1
118,1,2024-12-20,44,12,2,0.0
118,2,2024-12-20,44,3,5,0.1
118,3,2024-12-20,44,2,4,0.05
119,1,2024-12-23,35,1,1,0.1
119,2,2024-12-23,35,11,1,0.05
119,3,2024-12-23,35,3,4,0.05
120,1,2024-12-26,4,1,5,0.1
120,2,2024-12-26,4,11,1,0.0
120,3,2024-12-26,4,2,1,0.1
121,1,2024-12-29,22,10,1,0.05
121,2,2024-12-29,22,7,4,0.1
121,3,2024-12-29,22,11,5,0.0
122,1,2024-01-02,48,4,4,0.05
123,1,2024-01-05,18,8,5,0.05
124,1,2024-01-08,29,4,1,0.05
125,1,2024-01-11,14,8,1,0.0
125,2,2024-01-11,14,5,1,0.05
126,1,2024-01-14,35,2,3,0.0
126,2,2024-01-14,35,10,5,0.05
127,1,2024-01-17,20,10,2,0.0
127,2,2024-01-17,20,9,3,0.0
127,3,2024-01-17,20,3,2,0.0
128,1,2024-01-20,12,10,1,0.05
129,1,2024-01-23,28,8,3,0.0
129,2,2024-01-23,28,2,2,0.05
130,1,2024-01-26,12,2,3,0.1
130,2,2024-01-26,12,3,1,0.0
130,3,2024-01-26,12,1,4,0.05
131,1,2024-01-29,3,8,3,0.0
131,2,2024-01-29,3,4,5,0.0
132,1,2024-02-01,51,7,1,0.05
133,1,2024-02-04,53,3,3,0.0
134,1,2024-02-07,14,2,5,0.0
135,1,2024-02-10,15,10,3,0.0
136,1,2024-02-13,53,4,3,0.0
136,2,2024-02-13,53,9,3,0.0
136,3,2024-02-13,53,4,3,0.1
137,1,2024-02-16,19,9,5,0.0
137,2,2024-02-16,19,3,2,0.05
137,3,2024-02-16,19,11,3,0.0
138,1,2024-02-19,10,8,2,0.0
138,2,2024-02-19,10,12,5,0.0
139,1,2024-02-22,60,8,5,0.05
140,1,2024-02-25,52,7,5,0.1
140,2,2024-02-25,52,1,1,0.1
140,3,2024-02-25,52,4,2,0.0
141,1,2024-02-28,21,8,5,0.05
141,2,2024-02-28,21,7,1,0.0
141,3,2024-02-28,21,2,3,0.0
142,1,2024-03-02,27,3,1,0.0
143,1,2024-03-05,36,5,1,0.0
143,2,2024-03-05,36,11,4,0.05
143,3,2024-03-05,36,11,4,0.0
144,1,2024-03-08,36,4,2,0.0
144,2,2024-03-08,36,12,2,0.05
144,3,2024-03-08,36,9,2,0.0
145,1,2024-03-11,51,11,2,0.05
145,2,2024-03-11,51,4,2,0.0
146,1,2024-03-14,14,12,1,0.05
146,2,2024-03-14,14,8,5,0.05
147,1,2024-03-17,41,7,4,0.0
147,2,2024-03-17,41,8,3,0.0
148,1,2024-03-20,29,5,5,0.05
148,2,2024-03-20,29,5,2,0.0
149,1,2024-03-23,1,2,1,0.0
150,1,2024-03-26,31,4,1,0.0
150,2,2024-03-26,31,1,3,0.0
150,3,2024-03-26,31,11,5,0.1
151,1,2024-03-29,47,4,2,0.0
151,2,2024-03-29,47,10,2,0.1
152,1,2024-04-01,45,6,2,0.0
153,1,2024-04-04,45,4,3,0.0
153,2,2024-04-04,45,7,4,0.0
154,1,2024-04-07,45,10,1,0.0
154,2,2024-04-07,45,1,5,0.1
155,1,2024-04-10,46,2,1,0.1
156,1,2024-04-13,12,4,4,0.0
156,2,2024-04-13,12,12,4,0.0
157,1,2024-04-16,16,8,4,0.0
157,2,2024-04-16,16,10,2,0.0
158,1,2024-04-19,23,11,1,0.0
159,1,2024-04-22,17,7,1,0.0
159,2,2024-04-22,17,9,3,0.0
160,1,2024-04-25,60,5,4,0.0
160,2,2024-04-25,60,11,5,0.05
161,1,2024-04-28,3,2,3,0.0
162,1,2024-05-01,47,8,4,0.0
163,1,2024-05-04,56,5,1,0.0
163,2,2024-05-04,56,2,4,0.0
163,3,2024-05-04,56,3,3,0.05
164,1,2024-05-07,59,2,3,0.1
164,2,2024-05-07,59,5,2,0.05
164,3,2024-05-07,59,6,4,0.0
165,1,2024-05-10,37,9,1,0.05
165,2,2024-05-10,37,11,3,0.1
165,3,2024-05-10,37,10,3,0.05
166,1,2024-05-13,52,3,5,0.05
167,1,2024-05-16,37,8,4,0.0
167,2,2024-05-16,37,3,1,0.0
167,3,2024-05-16,37,5,3,0.05
168,1,2024-05-19,13,6,4,0.0
168,2,2024-05-19,13,12,3,0.0
168,3,2024-05-19,13,6,2,0.0
169,1,2024-05-22,27,2,2,0.0
170,1,2024-05-25,60,3,4,0.0
170,2,2024-05-25,60,9,5,0.05
170,3,2024-05-25,60,6,3,0.05
171,1,2024-05-28,55,2,4,0.0
171,2,2024-05-28,55,8,2,0.0
171,3,2024-05-28,55,8,2,0.05
172,1,2024-05-31,26,11,3,0.0
172,2,2024-05-31,26,12,5,0.0
173,1,2024-06-03,21,2,5,0.0
173,2,2024-06-03,21,4,1,0.0
174,1,2024-06-06,2,2,3,0.0
175,1,2024-06-09,11,7,5,0.05
176,1,2024-06-12,45,4,1,0.0
177,1,2024-06-15,12,7,1,0.05
177,2,2024-06-15,12,7,4,0.05
178,1,2024-06-18,22,10,1,0.0
179,1,2024-06-21,51,6,3,0.0
179,2,2024-06-21,51,6,4,0.0
179,3,2024-06-21,51,2,4,0.1
180,1,2024-06-24,57,11,3,0.1
180,2,2024-06-24,57,4,2,0.05
180,3,2024-06-24,57,6,2,0.1
181,1,2024-06-27,29,7,3,0.0
181,2,2024-06-27,29,4,2,0.05
181,3,2024-06-27,29,10,3,0.05
182,1,2024-06-30,29,4,3,0.1
183,1,2024-07-03,4,3,4,0.0
183,2,2024-07-03,4,3,3,0.0
184,1,2024-07-06,5,6,4,0.05
184,2,2024-07-06,5,5,5,0.05
185,1,2024-07-09,2,6,2,0.0
186,1,2024-07-12,32,9,4,0.0
186,2,2024-07-12,32,6,2,0.0
187,1,2024-07-15,23,11,2,0.0
187,2,2024-07-15,23,6,4,0.0
188,1,2024-07-18,25,5,1,0.1
188,2,2024-07-18,25,10,1,0.0
189,1,2024-07-21,38,6,2,0.0
190,1,2024-07-24,52,3,4,0.05
190,2,2024-07-24,52,11,1,0.0
191,1,2024-07-27,37,9,2,0.0
191,2,2024-07-27,37,6,5,0.05
192,1,2024-07-30,3,7,2,0.0
192,2,2024-07-30,3,4,2,0.1
193,1,2024-08-02,50,7,4,0.0
193,2,2024-08-02,50,5,2,0.0
194,1,2024-08-05,51,4,4,0.0
194,2,2024-08-05,51,11,1,0.0
194,3,2024-08-05,51,6,5,0.05
195,1,2024-08-08,43,2,4,0.0
195,2,2024-08-08,43,1,4,0.05
195,3,2024-08-08,43,4,4,0.1
196,1,2024-08-11,9,4,2,0.0
196,2,2024-08-11,9,8,4,0.0
197,1,2024-08-14,11,9,4,0.0
198,1,2024-08-17,31,7,1,0.0
198,2,2024-08-17,31,4,3,0.0
199,1,2024-08-20,23,1,2,0.05
199,2,2024-08-20,23,7,2,0.0
200,1,2024-08-23,20,5,2,0.0
201,1,2024-08-26,43,7,5,0.0
202,1,2024-08-29,50,5,3,0.1
203,1,2024-09-01,33,3,4,0.1
203,2,2024-09-01,33,1,2,0.1
204,1,2024-09-04,21,4,3,0.0
205,1,2024-09-07,12,1,1,0.0
206,1,2024-09-10,58,2,2,0.05
207,1,2024-09-13,16,9,1,0.0
207,2,2024-09-13,16,5,3,0.1
208,1,2024-09-16,6,7,5,0.1
208,2,2024-09-16,6,5,2,0.0
209,1,2024-09-19,44,4,3,0.05
210,1,2024-09-22,60,9,2,0.0
211,1,2024-09-25,1,8,1,0.1
212,1,2024-09-28,54,12,3,0.05
212,2,2024-09-28,54,7,3,0.0
212,3,2024-09-28,54,11,4,0.0
213,1,2024-10-01,58,10,2,0.0
213,2,2024-10-01,58,6,5,0.05
214,1,2024-10-04,14,7,3,0.05
214,2,2024-10-04,14,2,4,0.0
214,3,2024-10-04,14,4,5,0.0
215,1,2024-10-07,9,2,4,0.0
216,1,2024-10-10,48,3,3,0.0
216,2,2024-10-10,48,8,3,0.1
217,1,2024-10-13,34,3,4,0.05
217,2,2024-10-13,34,2,3,0.0
218,1,2024-10-16,21,7,1,0.0
218,2,2024-10-16,21,4,1,0.0
219,1,2024-10-19,25,2,1,0.05
220,1,2024-10-22,47,9,5,0.05
220,2,2024-10-22,47,4,4,0.05
220,3,2024-10-22,47,1,2,0.05
221,1,2024-10-25,42,8,2,0.0
221,2,2024-10-25,42,9,5,0.05
222,1,2024-10-28,5,5,1,0.0
222,2,2024-10-28,5,4,1,0.0
223,1,2024-10-31,27,11,4,0.0
223,2,2024-10-31,27,9,2,0.0
224,1,2024-11-03,35,5,5,0.0
224,2,2024-11-03,35,5,5,0.0
225,1,2024-11-06,21,5,4,0.0
225,2,2024-11-06,21,10,5,0.0
226,1,2024-11-09,39,3,4,0.1
226,2,2024-11-09,39,1,5,0.0
226,3,2024-11-09,39,5,2,0.05
227,1,2024-11-12,3,2,4,0.05
228,1,2024-11-15,22,3,1,0.0
228,2,2024-11-15,22,2,3,0.0
229,1,2024-11-18,14,5,2,0.0
229,2,2024-11-18,14,5,3,0.05
230,1,2024-11-21,25,6,4,0.05
230,2,2024-11-21,25,10,5,0.05
231,1,2024-11-24,55,6,1,0.0
231,2,2024-11-24,55,6,3,0.05
232,1,2024-11-27,6,1,4,0.05
232,2,2024-11-27,6,8,5,0.05
233,1,2024-11-30,56,9,1,0.05
233,2,2024-11-30,56,10,2,0.05
233,3,2024-11-30,56,1,3,0.1
234,1,2024-12-03,24,3,3,0.0
235,1,2024-12-06,33,9,2,0.1
236,1,2024-12-09,40,5,5,0.0
237,1,2024-12-12,25,1,3,0.0
237,2,2024-12-12,25,7,1,0.05
238,1,2024-12-15,29,9,3,0.0
239,1,2024-12-18,23,12,5,0.0
240,1,2024-12-21,23,4,1,0.0
240,2,2024-12-21,23,4,3,0.05
